user_id,anime_id,rating
3,3782,8.0
3,29093,8.0
3,15059,8.0
3,22507,8.0
3,24703,8.0
3,18,8.0
3,3503,7.0
3,185,7.0
3,10568,8.0
3,16009,8.0
3,10080,8.0
3,8525,8.0
3,7054,8.0
3,14467,8.0
3,28387,7.0
3,15735,7.0
3,13331,7.0
3,3958,8.0
3,23121,6.0
3,29785,7.0
3,187,8.0
3,34542,8.0
3,37497,9.0
3,186,8.0
3,5781,9.0
3,36220,8.0
3,9041,7.0
4,7103,7.0
4,435,8.0
4,585,9.0
4,334,8.0
4,5030,5.0
4,158,6.0
4,273,7.0
4,164,7.0
4,1563,9.0
4,149,7.0
4,690,7.0
4,191,7.0
4,190,7.0
4,189,7.0
4,4898,7.0
4,146,6.0
4,3392,7.0
4,1579,9.0
4,6045,10.0
4,1691,8.0
4,2926,8.0
4,192,7.0
4,3655,8.0
4,1860,8.0
4,1698,8.0
4,2683,7.0
4,145,8.0
4,1043,7.0
4,182,8.0
4,849,8.0
4,3470,8.0
4,100,7.0
4,355,5.0
4,561,7.0
4,1914,8.0
4,4081,5.0
4,957,8.0
4,2369,8.0
4,238,7.0
4,1601,7.0
4,907,7.0
4,5530,7.0
4,853,9.0
4,1029,7.0
4,6023,7.0
4,3467,7.0
4,4477,9.0
4,1699,9.0
4,5680,8.0
4,101,8.0
4,578,7.0
4,831,7.0
4,4975,6.0
4,372,9.0
4,371,7.0
4,232,9.0
4,694,5.0
4,1689,10.0
4,1542,8.0
4,105,8.0
4,1222,8.0
4,819,8.0
4,150,9.0
4,68,7.0
4,530,7.0
4,104,8.0
4,3359,7.0
4,3549,8.0
4,4744,5.0
4,656,8.0
4,4224,9.0
4,4548,8.0
4,59,7.0
4,1575,10.0
4,2904,10.0
4,61,7.0
4,5630,8.0
4,4551,9.0
4,644,7.0
4,1142,9.0
4,16,9.0
4,476,7.0
4,1571,9.0
4,128,5.0
4,127,7.0
4,74,8.0
4,3731,9.0
4,4725,7.0
4,381,7.0
4,380,7.0
4,123,10.0
4,71,8.0
4,120,9.0
4,356,8.0
4,393,5.0
4,2035,9.0
4,345,8.0
4,1535,10.0
4,124,7.0
4,2105,7.0
4,5300,7.0
4,969,9.0
4,156,7.0
4,595,7.0
4,155,5.0
4,861,8.0
4,3091,9.0
4,4918,8.0
4,1562,8.0
4,3457,9.0
4,4752,9.0
4,177,9.0
4,807,7.0
4,4938,8.0
4,2685,8.0
4,178,8.0
4,179,6.0
4,743,7.0
5,617,5.0
5,14713,10.0
5,2034,9.0
5,1261,7.0
5,7593,7.0
5,256,8.0
5,9656,9.0
5,6045,10.0
5,21863,8.0
5,10460,8.0
5,7769,8.0
5,877,10.0
5,32899,9.0
5,6127,2.0
5,4224,9.0
5,1218,7.0
5,3044,10.0
5,513,8.0
5,7396,6.0
5,79,8.0
5,199,9.0
5,3186,10.0
5,846,10.0
5,24,10.0
5,30240,6.0
5,325,8.0
5,134,9.0
5,2963,10.0
5,37105,8.0
5,17777,6.0
5,241,9.0
5,487,8.0
5,36904,9.0
5,5112,10.0
5,8676,5.0
5,66,9.0
5,6287,6.0
5,6645,8.0
5,226,10.0
5,120,10.0
5,33222,7.0
5,2890,9.0
5,36873,7.0
6,437,8.0
6,1525,6.0
6,527,7.0
6,8297,5.0
6,4130,6.0
6,1943,10.0
6,9782,7.0
6,1047,8.0
6,1029,7.0
6,5957,7.0
6,10197,9.0
6,3358,9.0
6,10161,8.0
6,1982,7.0
6,2842,5.0
6,1119,6.0
6,11073,6.0
6,5526,6.0
6,4795,6.0
6,4793,6.0
6,5529,6.0
6,1709,6.0
6,6877,6.0
6,2363,7.0
6,2201,5.0
6,1121,6.0
6,1120,6.0
6,6953,1.0
6,1118,6.0
6,1117,6.0
6,528,7.0
6,1122,5.0
6,8857,7.0
6,4134,5.0
6,30,8.0
6,149,9.0
6,3057,2.0
6,276,6.0
6,9756,10.0
6,11981,10.0
6,10519,2.0
6,2911,8.0
6,273,4.0
6,4792,6.0
6,158,8.0
6,3468,7.0
6,10721,10.0
6,1972,7.0
6,522,7.0
6,512,7.0
6,32,9.0
6,1810,6.0
6,416,10.0
6,11883,3.0
6,11897,6.0
6,597,8.0
6,594,5.0
6,2144,3.0
6,936,4.0
6,279,8.0
6,442,7.0
6,2897,6.0
6,323,9.0
6,164,10.0
6,2235,8.0
6,8460,6.0
6,10620,8.0
6,20,5.0
6,1527,4.0
6,2605,8.0
6,659,8.0
6,3594,8.0
6,391,6.0
6,5141,9.0
6,13675,5.0
6,5118,9.0
6,849,10.0
6,2001,10.0
6,2290,6.0
6,5681,9.0
6,979,6.0
6,3470,6.0
6,3588,7.0
6,2616,6.0
6,2161,6.0
6,6607,3.0
6,2596,8.0
6,4107,9.0
6,6548,8.0
6,10294,7.0
6,523,7.0
6,6641,7.0
6,916,5.0
6,2236,9.0
6,11099,8.0
6,5947,9.0
6,9941,10.0
6,51,7.0
6,513,9.0
6,8348,7.0
6,4705,6.0
6,10622,8.0
6,3352,8.0
6,6505,9.0
6,907,8.0
6,4715,9.0
6,8840,7.0
6,6547,10.0
6,10067,8.0
6,1640,6.0
6,3080,8.0
6,6721,5.0
6,9989,10.0
6,1223,9.0
6,6950,3.0
6,1205,10.0
6,3401,7.0
6,1554,6.0
6,5168,5.0
6,6281,6.0
6,9846,7.0
6,54,7.0
6,3420,8.0
6,6535,4.0
6,6682,7.0
6,8800,8.0
6,6973,8.0
6,199,9.0
6,8063,8.0
6,9926,9.0
6,433,8.0
6,7739,1.0
6,7031,4.0
6,65,7.0
6,1719,9.0
6,2237,7.0
6,64,6.0
6,5080,4.0
6,11687,4.0
6,3772,5.0
6,557,5.0
6,2167,9.0
6,1593,7.0
6,3604,8.0
6,6984,8.0
6,5630,8.0
6,6372,7.0
6,6637,7.0
6,6399,7.0
6,3165,7.0
6,8074,7.0
6,1889,10.0
6,6064,5.0
6,10491,3.0
6,3652,9.0
6,2899,10.0
6,256,9.0
6,934,10.0
6,1220,7.0
6,1852,7.0
6,10497,9.0
6,4353,7.0
6,7472,7.0
6,5041,7.0
6,7596,8.0
6,9598,7.0
6,10477,9.0
6,7024,4.0
6,413,1.0
6,1030,8.0
6,7728,5.0
6,5060,9.0
6,9865,9.0
6,7337,8.0
6,8479,9.0
6,3298,8.0
6,850,9.0
6,578,8.0
6,431,9.0
6,572,7.0
6,1606,6.0
6,7030,5.0
6,486,9.0
6,2175,8.0
6,1379,9.0
6,1004,8.0
6,3466,8.0
6,43,9.0
6,467,8.0
6,1566,9.0
6,3447,5.0
6,1335,8.0
6,801,8.0
6,9333,8.0
6,9911,6.0
6,143,10.0
6,10298,6.0
6,7088,7.0
6,468,9.0
6,451,7.0
6,9041,4.0
6,9001,9.0
6,4966,5.0
6,9366,7.0
6,228,7.0
6,3713,7.0
6,3092,10.0
6,4814,10.0
6,6553,8.0
6,8339,8.0
6,7054,8.0
6,1594,8.0
6,555,5.0
6,2890,7.0
6,8187,7.0
6,11679,3.0
6,3841,8.0
6,4138,6.0
6,3962,7.0
6,60,6.0
6,4450,4.0
6,8628,8.0
6,2274,6.0
6,10713,7.0
6,1723,9.0
6,4181,9.0
6,6351,8.0
6,4059,9.0
6,1890,6.0
6,2768,7.0
6,1575,8.0
6,3087,8.0
6,5356,9.0
6,2251,9.0
6,3901,9.0
6,10396,8.0
6,12079,7.0
6,7059,7.0
6,1686,7.0
6,11689,3.0
6,2889,7.0
6,11869,6.0
6,2964,7.0
6,8939,7.0
6,7597,8.0
6,4177,9.0
6,1657,4.0
6,11691,7.0
6,1496,5.0
6,8728,7.0
6,2904,8.0
6,376,6.0
6,2759,8.0
6,3784,8.0
6,6922,6.0
6,227,6.0
6,11795,8.0
6,226,9.0
6,8178,7.0
6,72,6.0
6,121,10.0
6,5114,10.0
6,7902,8.0
6,908,6.0
6,430,8.0
6,71,7.0
6,1953,7.0
6,8408,9.0
6,4158,7.0
6,5163,8.0
6,514,6.0
6,1,6.0
6,2724,7.0
6,11843,8.0
6,2025,7.0
6,6746,10.0
6,4182,7.0
6,1535,7.0
6,552,7.0
6,1313,7.0
6,2961,7.0
6,1132,5.0
6,874,6.0
6,6880,7.0
6,10714,8.0
6,554,3.0
6,10716,7.0
6,10715,8.0
6,3485,7.0
6,2404,7.0
6,1894,3.0
6,481,4.0
6,4548,7.0
6,6748,7.0
6,1543,7.0
6,553,9.0
6,11915,3.0
6,1958,7.0
6,9331,8.0
6,3070,4.0
6,6616,10.0
6,5365,10.0
6,4066,8.0
6,1650,7.0
6,9777,4.0
6,10717,7.0
6,688,7.0
6,689,8.0
6,3457,9.0
6,1607,7.0
6,3737,5.0
7,8768,6.0
7,431,9.0
7,14713,7.0
7,7088,7.0
7,5680,9.0
7,9617,10.0
7,7791,9.0
7,7054,8.0
7,1691,7.0
7,1195,8.0
7,3712,7.0
7,1840,8.0
7,11319,8.0
7,14813,7.0
7,18245,8.0
7,10162,10.0
7,4224,8.0
7,14227,9.0
7,8074,7.0
7,16011,8.0
7,22319,9.0
7,6205,5.0
7,11617,7.0
7,15037,7.0
7,13161,7.0
7,6682,6.0
7,11759,7.0
7,102,7.0
7,22199,8.0
7,8676,8.0
7,6547,9.0
7,11433,9.0
7,21995,8.0
7,7647,7.0
7,5081,8.0
7,22789,9.0
7,15809,8.0
7,21405,8.0
7,4181,10.0
7,20021,8.0
7,15583,7.0
7,19163,8.0
7,6880,7.0
7,226,9.0
7,5114,10.0
7,23289,7.0
7,17895,9.0
7,8425,8.0
7,10793,8.0
7,2167,9.0
7,21881,7.0
7,10521,9.0
7,14289,9.0
7,6007,9.0
7,5341,9.0
7,2966,9.0
7,12355,9.0
7,19815,8.0
7,11597,7.0
7,18897,7.0
7,16067,7.0
7,2926,7.0
7,19221,7.0
7,15315,8.0
7,10620,9.0
7,14833,7.0
7,20785,8.0
7,11981,9.0
7,9756,8.0
7,15379,8.0
7,16001,8.0
7,11887,9.0
7,11757,8.0
7,16762,8.0
7,8476,7.0
7,10711,7.0
7,15775,9.0
7,8407,5.0
7,5958,5.0
7,16498,8.0
7,21843,8.0
7,199,10.0
7,2476,7.0
7,11499,7.0
7,13759,10.0
7,20047,8.0
7,710,6.0
8,16742,5.0
8,4181,9.0
8,31297,9.0
8,32093,8.0
8,23273,7.0
8,10161,6.0
8,31,8.0
8,30,9.0
8,14713,6.0
8,10408,9.0
8,578,9.0
8,33222,9.0
8,226,7.0
8,2167,8.0
8,22199,7.0
8,31043,6.0
8,18671,8.0
8,11701,7.0
10,3652,8.0
10,934,9.0
10,1889,9.0
10,10491,5.0
11,11759,7.0
11,6280,4.0
11,8516,8.0
11,9471,9.0
11,20787,9.0
11,1686,8.0
11,14345,8.0
11,10897,7.0
11,7791,8.0
11,14027,8.0
11,21405,10.0
11,8,10.0
11,1123,7.0
11,10719,9.0
11,14967,9.0
11,9617,8.0
11,10794,9.0
11,6347,9.0
11,3901,9.0
11,2251,9.0
11,7817,7.0
11,11111,9.0
11,6547,9.0
11,22147,9.0
11,22199,9.0
11,8074,8.0
11,20853,9.0
11,24231,8.0
11,25159,8.0
11,3791,9.0
11,857,9.0
11,9041,9.0
11,18247,7.0
11,20045,8.0
11,5680,9.0
11,16157,6.0
11,57,10.0
11,2904,10.0
11,527,8.0
11,528,9.0
11,9734,7.0
11,8525,9.0
11,10080,10.0
11,16706,10.0
11,21563,7.0
11,19685,7.0
11,21511,7.0
11,3323,6.0
11,11771,9.0
11,16894,9.0
11,18153,10.0
11,17265,10.0
11,23321,7.0
11,15051,9.0
11,19111,9.0
11,1887,8.0
11,17247,10.0
11,8792,5.0
11,18115,9.0
11,19369,9.0
11,853,9.0
11,19221,9.0
11,14749,9.0
11,263,9.0
11,20689,8.0
11,14513,9.0
11,19769,7.0
11,20785,7.0
11,23945,7.0
11,21603,7.0
11,1575,10.0
11,8424,8.0
11,15315,9.0
11,1118,6.0
11,164,7.0
11,27787,9.0
11,19815,10.0
11,21177,8.0
11,19855,7.0
11,20507,8.0
11,7769,7.0
11,8769,10.0
11,10020,9.0
11,13659,9.0
11,18857,9.0
11,18897,10.0
11,1119,7.0
11,23421,8.0
11,28497,10.0
11,3588,10.0
11,21507,8.0
11,18277,10.0
11,5681,8.0
11,11757,8.0
11,21881,8.0
11,1731,7.0
11,21353,7.0
11,22319,10.0
11,16011,10.0
11,6802,10.0
11,4224,10.0
11,10321,8.0
11,12711,8.0
11,19151,7.0
11,6956,10.0
11,25879,9.0
11,10521,10.0
11,14813,8.0
11,23847,8.0
11,28677,9.0
11,764,8.0
11,25157,9.0
11,17729,9.0
11,28171,9.0
11,16498,10.0
11,22865,9.0
11,2993,8.0
11,4214,9.0
11,20709,7.0
11,24,9.0
11,846,10.0
11,517,8.0
11,5940,7.0
11,22877,8.0
11,8675,8.0
11,23233,7.0
11,20847,8.0
11,4063,8.0
11,5277,9.0
11,9355,9.0
11,199,9.0
11,5355,8.0
11,6581,7.0
11,18119,10.0
11,154,10.0
11,23273,10.0
11,1559,10.0
11,11763,7.0
11,21431,9.0
11,10620,9.0
11,23289,10.0
11,23079,7.0
11,2952,8.0
11,6702,10.0
11,27831,9.0
11,23199,9.0
11,8408,8.0
11,28121,8.0
11,1313,8.0
11,552,8.0
11,6746,10.0
11,1535,10.0
11,5114,10.0
11,24031,7.0
11,18507,9.0
11,25731,7.0
11,1482,10.0
11,15583,10.0
11,19163,9.0
11,22265,9.0
11,17641,8.0
12,31964,10.0
12,16335,10.0
12,11021,10.0
12,35062,10.0
12,20785,10.0
12,23321,10.0
12,237,10.0
12,16662,10.0
12,15225,10.0
12,5114,10.0
12,121,10.0
12,356,10.0
12,28121,10.0
12,9989,10.0
12,4726,10.0
12,223,10.0
12,1313,10.0
12,552,10.0
12,3269,10.0
12,873,10.0
12,48,10.0
12,11375,10.0
12,11759,10.0
12,20,10.0
12,6547,10.0
12,34497,10.0
12,1575,10.0
12,33486,10.0
12,813,10.0
12,442,10.0
12,431,10.0
12,2144,10.0
12,936,10.0
12,14283,10.0
12,523,10.0
12,16011,10.0
12,16870,10.0
12,16417,10.0
12,14813,10.0
12,20021,10.0
12,11757,10.0
12,5681,10.0
12,14289,10.0
12,16524,10.0
12,565,10.0
12,21881,10.0
12,199,10.0
12,1735,10.0
12,16498,10.0
12,4437,10.0
12,6325,10.0
12,8246,10.0
12,10589,10.0
12,2472,10.0
12,14749,10.0
12,19369,10.0
12,27775,10.0
12,12477,10.0
12,13759,10.0
12,13667,10.0
13,150,5.0
13,1576,8.0
13,47,7.0
13,1210,6.0
13,849,9.0
13,1569,8.0
13,2236,9.0
13,3088,9.0
13,861,10.0
13,2167,8.0
13,2159,8.0
13,1575,10.0
13,237,9.0
13,330,8.0
13,30,9.0
13,2025,9.0
13,2924,10.0
13,2759,9.0
13,120,8.0
13,2164,10.0
13,486,9.0
13,1810,8.0
13,2034,9.0
13,1887,9.0
13,1530,8.0
14,38524,9.0
14,5034,6.0
14,21843,7.0
14,16498,8.0
14,25777,9.0
14,35760,8.0
14,3588,8.0
14,22319,8.0
14,18277,6.0
14,11757,7.0
14,2001,9.0
14,21353,7.0
14,33352,8.0
14,23283,9.0
14,4581,5.0
14,9253,9.0
14,23273,9.0
14,14719,7.0
14,31240,8.0
14,16592,4.0
14,6747,5.0
14,1482,7.0
14,15109,7.0
14,1,9.0
14,2904,9.0
14,1575,9.0
14,31964,8.0
14,10490,3.0
14,11285,5.0
14,1519,9.0
14,4901,9.0
14,889,8.0
14,20787,5.0
14,32379,4.0
14,2251,10.0
14,9919,7.0
14,2025,8.0
14,7338,8.0
14,6573,8.0
14,1535,10.0
14,8074,5.0
14,11077,8.0
14,777,9.0
14,270,7.0
14,28791,8.0
14,10793,6.0
14,268,8.0
14,21821,3.0
14,11111,7.0
14,121,8.0
14,10087,8.0
14,6702,7.0
14,226,8.0
14,31339,9.0
14,38668,8.0
14,1726,8.0
14,28223,9.0
14,11061,10.0
14,11741,8.0
14,9989,9.0
14,6547,8.0
14,19429,7.0
14,14349,9.0
14,19489,9.0
14,34599,9.0
14,9756,8.0
14,10620,6.0
14,3342,7.0
14,32182,9.0
14,37510,9.0
14,18153,8.0
14,30,10.0
14,19815,9.0
14,10588,6.0
14,3366,7.0
14,5682,7.0
14,22135,9.0
14,34514,8.0
14,13601,8.0
14,23281,9.0
14,10165,8.0
14,20853,8.0
14,28623,7.0
14,30831,7.0
14,22199,7.0
14,6682,7.0
14,32937,8.0
14,30806,4.0
14,20899,8.0
14,24231,8.0
14,33,9.0
14,18679,7.0
14,22535,8.0
14,33206,9.0
14,250,8.0
14,26055,8.0
15,482,7.0
15,527,10.0
15,594,9.0
15,72,7.0
15,502,10.0
15,225,5.0
15,223,10.0
15,341,6.0
15,392,8.0
16,19799,5.0
16,74,5.0
16,30544,7.0
16,31737,7.0
16,2508,6.0
16,132,7.0
16,476,6.0
16,37349,6.0
16,39576,7.0
16,27631,6.0
16,21431,5.0
16,37105,8.0
16,133,5.0
16,881,3.0
16,1679,3.0
16,10793,8.0
16,13161,5.0
16,31859,7.0
16,32648,6.0
16,15809,6.0
16,2026,7.0
16,15225,5.0
16,11617,6.0
16,15451,6.0
16,8074,6.0
16,36296,7.0
16,33421,6.0
16,37446,5.0
16,33731,6.0
16,25159,5.0
16,5114,8.0
16,1157,6.0
16,4186,6.0
16,14741,5.0
16,20031,6.0
16,12549,5.0
16,11843,7.0
16,15583,6.0
16,19163,6.0
16,36633,4.0
16,34497,5.0
16,9379,5.0
16,8086,7.0
16,31163,7.0
16,31710,4.0
16,37520,9.0
16,31339,7.0
16,3230,5.0
16,28121,5.0
16,503,2.0
16,34321,5.0
16,356,7.0
16,6922,7.0
16,22297,6.0
16,28701,7.0
16,10087,8.0
16,11741,8.0
16,317,7.0
16,2952,8.0
16,71,6.0
16,3455,5.0
16,249,7.0
16,5781,6.0
16,14813,7.0
16,23847,7.0
16,28,5.0
16,37779,8.0
16,28677,5.0
16,8861,6.0
16,32615,7.0
16,35507,7.0
16,392,6.0
16,32937,7.0
16,30831,7.0
16,31952,5.0
16,33206,6.0
16,31758,7.0
16,31757,7.0
16,9260,7.0
16,31798,6.0
16,1579,4.0
16,33082,7.0
16,32281,8.0
16,516,6.0
16,21671,6.0
16,1086,6.0
16,24439,6.0
16,10080,8.0
16,8525,7.0
16,27991,7.0
16,793,6.0
16,37210,6.0
16,861,7.0
16,34902,5.0
16,35203,4.0
16,21327,5.0
16,14765,5.0
16,29785,6.0
16,14719,5.0
16,20899,6.0
16,26055,8.0
16,31933,7.0
16,14467,7.0
16,16904,6.0
16,251,5.0
16,9213,6.0
16,28623,6.0
16,237,7.0
16,10790,7.0
16,8841,6.0
16,38040,7.0
16,32380,6.0
16,13663,5.0
16,28979,6.0
16,4654,6.0
16,22319,6.0
16,1218,5.0
16,4224,7.0
16,25157,5.0
16,177,6.0
16,969,7.0
16,479,6.0
16,34126,5.0
16,37430,7.0
16,3594,6.0
16,35073,6.0
16,29803,7.0
16,36027,4.0
16,24705,6.0
16,19221,6.0
16,195,5.0
16,31772,6.0
16,30276,7.0
16,32962,5.0
16,18095,5.0
16,30503,6.0
16,20507,5.0
16,33674,8.0
16,19815,6.0
16,11597,6.0
16,10165,7.0
16,15689,6.0
16,8246,5.0
16,442,6.0
16,20,7.0
16,1722,6.0
16,31442,6.0
16,9181,6.0
16,15315,6.0
